Gender,Income,Loan_Approval
1,79816.08012879058,1
0,23496.922287114383,0
0,55186.953772207235,0
1,87584.19135467176,1
0,56049.451861956084,0
1,79009.25845810649,1
0,91037.63781259893,0
0,43507.05019935484,0
1,28898.89492498453,1
1,54867.224957713785,1
1,69349.37593630035,1
1,51478.92882429989,0
0,85679.93637051596,0
0,36433.56433705795,1
1,47960.69089503226,1
0,65210.88676453691,0
1,13156.098431411472,1
1,78949.68129206245,1
1,54086.575490142466,1
1,78396.5415870269,1
1,37964.81668784034,1
0,71132.85895732627,0
0,75655.76889819096,0
1,65844.83148892922,1
0,80013.14280544921,0
0,49338.421579893686,0
1,63657.2676343855,1
1,47657.19157917547,1
0,79216.5309947393,0
1,49623.113064637924,1
0,93752.4976936152,0
0,46540.1101458272,0
1,58588.28724787205,1
1,37450.05015401982,1
0,44141.595325899536,0
1,33102.1336191051,1
0,20009.34386804467,0
1,16249.016399204818,1
0,93752.4976936152,1
1,15215.305859527005,1
1,71162.26940274717,0
0,58987.44079025145,0
0,53127.533333546584,0
1,32741.89095962669,1
1,44444.00038575338,1
0,77825.90373442243,0
0,47593.24971581201,0
0,93752.4976936152,0
0,69278.30062592025,0
1,38733.39002169769,1
0,61739.16727433019,0
1,9690.938554433764,1
0,24436.155286150108,0
0,48079.19112878178,0
0,65266.74045974797,0
0,63109.32484445993,0
0,33331.8658014598,1
1,74104.19169008944,1
1,15001.933784070563,1
0,74595.57469196529,1
1,22633.83250681365,1
0,13390.116650176456,0
1,82940.52705604781,0
1,60503.41877653025,1
0,46516.57854368661,0
1,39314.03094870536,1
0,82479.52157645008,0
1,88725.03907571934,1
1,41875.93273290857,0
0,80001.24339280756,0
0,37717.1528120653,0
1,54136.19696861263,1
0,93752.4976936152,0
1,62085.15436326528,1
1,46530.66673547225,1
1,12236.912350579096,1
1,10156.223648587365,1
1,4764.391768935704,1
1,12195.150776090159,1
0,93752.4976936152,0
0,66912.21172930158,1
0,55156.31475711929,0
1,54485.14467026346,1
1,47993.355305669684,1
1,38027.25355706135,1
1,91063.45962413013,0
1,59961.23260104115,1
0,41421.61145420071,0
0,25592.307860011955,0
0,8631.465290959382,0
1,77176.12396105257,1
1,40624.22398442082,1
0,60988.672243294845,0
1,40952.6184511009,1
1,83048.90063227685,1
1,34437.115692796884,1
1,14107.76125141867,1
1,84349.68587954312,1
0,69205.93137857996,0
0,74621.1052011923,0
0,51427.10846796624,0
0,49772.65047558673,0
1,55233.16869649387,1
1,74567.13609279128,1
1,72975.3709874971,1
1,76827.21487151686,1
1,22411.79612782228,1
0,69193.46950290319,0
0,43476.789948913465,0
1,71904.6795860156,1
1,81930.11637680842,1
1,54710.09629780526,1
1,7780.129619347514,1
0,77423.40474385934,0
1,62269.707336865606,1
1,93752.4976936152,1
1,44867.25610040915,1
1,38192.66505585497,1
0,36863.99823333678,0
1,10001.72228633732,1
1,76039.7927144466,1
0,93752.4976936152,0
1,22937.286407715103,1
0,53223.6275944681,0
0,56911.67119999434,1
0,17390.409501048423,1
0,79656.7810487599,0
0,86704.81884760395,0
1,65607.9497190815,1
1,50677.32395513465,1
1,38755.41280584,0
1,47299.4330608069,1
1,75386.86119810447,1
0,59996.197440405565,0
1,6330.848791692806,1
0,85961.04378510482,0
0,43408.37662082758,0
0,37118.13396646306,0
0,64313.490472336984,1
0,71879.91905009553,0
1,44233.66269600165,1
0,66867.78328771291,0
1,43014.46547887778,1
0,35115.60944438787,0
1,90281.15066579156,1
1,67051.61041166709,0
0,33209.99918414565,0
0,50610.18803587557,0
0,39190.76505799012,0
1,82299.90586659544,1
0,78485.90439662579,0
0,93752.4976936152,0
0,87318.8410797256,0
1,24639.585270966527,1
1,53082.46529800353,1
1,55802.68803186764,1
1,24216.08811962771,1
1,45319.62974699878,1
1,4931.8184671840645,1
0,47075.148465421655,0
0,73592.53972347469,0
1,65596.29825998351,1
0,77442.32007275878,0
1,65226.76181448159,1
0,67342.61178411939,0
1,24599.717247809993,0
0,73658.78500499847,0
1,63709.62505387275,1
1,19490.055948607347,1
0,24773.773779893476,0
0,73180.68795261007,0
0,69223.42483217033,1
1,38789.01861126565,1
0,40229.30787418045,0
0,67619.06018643806,1
0,62065.61600218924,0
0,57951.79736169762,0
0,79367.61474937006,0
1,36509.27226615466,1
1,26502.841043578424,1
1,25094.62672363634,1
0,74035.75941096398,0
0,68089.75087580239,0
1,10734.310615120383,0
1,57431.75399600843,1
1,62943.18810713754,1
0,69224.15086083558,0
1,23358.731292752458,1
1,63161.912839691504,1
1,57510.404394885125,1
1,55905.371245893184,1
0,65744.95907018546,0
1,21471.17669235122,1
0,67968.51565252012,0
1,50379.681906990285,1
0,49751.98490460161,0
0,40367.64710885747,0
1,68074.44776711015,1
1,63994.70201409416,1
0,44646.292457897725,0
1,43736.69069036848,1
1,64518.56166212817,1
1,27964.78575139663,0
1,24471.795933880338,1
1,40555.19707840189,1
1,5884.076645474626,1
0,58276.435976558045,0
1,55129.80709436728,1
1,71723.77486447465,0
1,62751.788703562444,1
0,83987.89120566299,0
0,12603.88032805119,0
0,51639.23037062427,0
1,76504.0672798425,1
0,36694.29763421852,0
0,72850.34076971155,0
0,62550.392261883055,0
0,32179.816429407285,0
1,20149.613003720875,1
0,22757.112664612785,0
0,32991.53015230781,0
0,35540.22035825739,0
0,50223.1626686635,0
1,62152.282091297464,1
0,75234.16731156512,0
1,25226.255664058954,1
1,40912.73374991358,1
0,69991.41382384069,0
1,31578.286515232656,1
0,57008.14223758459,0
1,50101.49261267787,1
1,80883.01034271363,1
1,72082.1316618035,1
1,90944.57924846602,1
0,39659.004211000596,0
1,43231.31652914231,0
1,45804.44169409722,1
0,38198.648476221126,0
1,37821.42016916702,0
1,63590.448135850405,1
1,42319.918034449685,1
1,81431.55401896646,1
1,75335.93912130954,1
1,84004.40364576991,1
0,6934.943483717743,0
1,73941.6343929671,1
0,78188.61749599219,1
1,54006.87157564702,1
1,78244.05474046222,1
1,69354.39590664684,1
0,38904.39695849906,0
1,55626.54738910489,1
0,40417.38791947331,0
1,24421.67422302908,0
0,52443.46846412504,0
0,90104.45606324423,0
0,24583.675676362393,0
0,61634.41235496719,0
0,76192.55683402519,1
0,47527.402259825794,1
0,59758.75829954726,1
0,61273.430320914325,1
0,50578.44267378468,1
0,83368.74214690313,1
0,48648.15368959466,1
0,83083.28031472798,1
0,70437.94880306986,1
0,81157.93422373719,1
0,43801.88224129477,1
0,51175.90131936803,1
0,49139.146143165395,1
0,73359.97020932038,1
0,9938.70871998262,1
0,46040.709004765,1
0,54311.784272404635,1
0,48538.97018332392,1
0,39058.86008372713,1
0,70947.21393802777,1
0,74725.89761175979,1
0,33619.51529790265,1
0,86668.92716766938,1
0,53211.58947748644,1
0,49728.717585224105,1
0,62512.53827006534,1
0,77846.61811705069,1
0,49263.58730277577,1
0,65784.49542874022,1
0,45090.64961211719,1
0,72408.03442743522,1
0,63320.4589718393,1
0,73951.36076256927,1
0,69149.62296834301,1
0,39151.98454844132,1
0,64663.91030393887,1
0,88471.67206626294,1
0,59973.83990036331,1
0,71470.23671791796,1
0,37800.82608270111,1
0,71506.27451320732,1
0,47712.48838726414,1
0,26171.105793374743,1
0,56471.69779201693,1
0,64536.449447195315,1
0,33312.12081698651,1
0,35157.63278996441,1
0,39535.13302801877,1
0,56485.563700216866,1
0,62392.56590238974,1
0,37720.75068574952,1
0,83543.93651700634,1
0,15595.556895321286,1
0,16325.577888008862,1
0,75113.776833101,1
0,86961.19303976957,1
0,66826.87039306565,1
0,61226.36402733628,1
0,86158.04081801858,1
0,9170.333090571658,1
0,26309.86532917615,1
0,41381.74784638706,1
0,23480.532534342503,1
0,57780.278477603075,1
0,40655.43671552479,1
0,23961.069820660337,1
0,61689.951005540235,1
0,84994.99373331513,1
0,22460.592101644652,1
0,69149.46224122477,1
0,28760.695508127705,1
0,40916.12928215654,1
0,69048.53627463886,1
0,44836.80511948608,1
0,46336.08120474576,1
0,69203.09345987589,1
0,70417.16778635628,1
0,61181.30199651946,1
0,23553.14182833818,1
0,40497.376801017715,1
0,47862.68100606394,1
0,73684.51762330518,1
0,41326.998856197184,1
0,73547.79337719863,1
0,61720.13390633926,1
0,23157.95136808335,1
0,49322.0401011694,1
0,65633.88418163417,1
0,61810.03403030517,1
0,47645.591527283876,1
0,90350.09034662996,1
0,77287.07157097934,1
0,55346.01164080556,1
0,9751.467905218655,1
0,84025.32433232755,1
0,43113.88324622122,1
0,17509.61223918578,1
0,47279.9207144737,1
0,66925.9030794154,1
0,23333.984781090432,1
0,58898.45304374036,1
0,62950.03177480222,1
0,30897.459565979923,1
0,52611.592318054565,1
0,79789.91686868576,1
0,51709.230657418506,1
0,34915.134589816065,1
0,17446.999922681352,1
0,86914.6326633751,1
0,51296.890544975526,1
0,48248.0533941879,1
0,58419.31019196463,1
0,63679.30671658951,1
0,74327.8784959283,1
0,41258.55850310539,1
0,27191.799792890237,1
0,65692.58843604897,1
0,62365.120063502574,1
0,62462.23467712334,1
0,25594.136488896464,1
0,76708.89256780913,1
0,54234.082597217035,1
0,72951.25027742573,1
0,21529.246178435154,1
0,65283.676845735914,1
0,13981.033104040398,1
0,4764.391768935704,1
0,76867.11163425207,1
0,14893.91683584555,1
0,82437.0384492107,1
0,45716.68089669907,1
0,72688.19753131762,1
0,57956.95400761761,1
0,48876.06243499765,1
0,36286.830239558,1
0,78244.23253549202,1
0,72772.17519974083,1
0,46443.847880483845,1
0,59505.0863135642,1
0,63446.00104671971,1
0,20595.973766591895,1
0,16576.92695834251,1
0,74281.81511594735,1
0,82667.49829370256,1
0,51421.898994130686,1
0,49155.244034188305,1
0,59310.06863299248,1
0,68541.30420759671,1
0,7395.322360766542,1
0,44025.363375998044,1
0,91612.40005923578,1
0,75949.82569506558,1
0,50707.9285889282,1
0,59265.45727005591,1
0,50100.12581417221,1
0,64969.89482707404,1
0,56861.82310834467,1
0,4764.391768935704,1
0,71567.774492879,1
0,74626.38342822413,1
0,52274.58935074198,1
0,61688.73365838984,1
0,83535.5790314537,1
0,30862.459773730614,1
0,43375.715251078465,1
0,9872.864907300915,1
0,44394.0934892178,1
0,70664.51139999973,1
0,66471.51971043594,1
0,25982.728333954423,1
0,79043.74475103908,1
0,79544.50770999823,1
0,83318.47283744701,1
0,92870.87484261207,1
0,40655.63761362585,1
0,24448.826227041332,1
0,34807.1741579471,1
0,50522.82038477545,1
0,53482.89905145564,1
0,27665.769189724862,1
0,50123.46649803921,1
0,46078.33608371894,1
0,43464.72106014208,1
0,55054.47790415453,1
0,83090.58129179955,1
0,44297.36454823414,1
0,24132.70895440788,1
0,12696.799326678462,1
0,67473.87362031967,1
0,75111.51641064654,1
0,53075.00715311534,1
0,51912.38842270662,1
0,16412.413805673543,1
0,62968.08811792966,1
0,46452.81177024856,1
0,21009.69656628335,1
0,18921.549719403432,1
0,64771.43262730674,1
0,29622.6219489247,1
0,72311.11558607877,1
0,63158.52059483285,1
0,50369.52166444441,1
0,55383.576116505086,1
0,83250.49169540798,1
0,93752.4976936152,1
0,29095.25789319104,1
0,59993.81666674386,1
0,63446.73478662099,1
0,84218.59422602762,1
0,39965.52803673043,1
0,41147.82454420402,1
0,30681.302039929244,1
0,90930.60302398384,1
0,72542.36684724283,1
0,66770.56088880094,1
0,35671.04489061433,1
0,21786.43611663624,1
0,41196.33109548027,1
0,47800.8775594778,1
0,81168.12234790993,1
0,61772.68070955533,1
0,27962.35499648607,1
0,26479.83332259216,1
0,14448.688798108964,1
0,82340.99413838165,1
0,83848.68595489103,1
0,65496.71105733469,1
0,61457.13129221478,1
0,69922.42938188373,1
0,27716.557830409776,1
0,59906.71013183528,1
0,35950.68294215147,1
0,71232.21480498285,1
0,66659.70205455367,1
0,39187.44389241464,1
0,68394.28141022682,1
0,20000.240692551917,1
0,13401.018762511321,1
0,76003.46358547072,1
0,53890.89502573526,1
0,83201.57978850594,1
0,61801.67437396082,1
0,42621.96522928217,1
0,60333.85418666047,1
0,48136.04041732549,1
0,30060.220987480403,1
0,57218.66300367733,1
0,59260.022613733454,1
0,37617.279439321894,1
0,44973.09328846862,1
0,51131.53216952661,1
0,54368.589924320855,1
0,67448.8128388502,1
0,38728.04859997385,1
0,41709.710371221256,1
0,51758.444476850156,1
0,69717.4405365881,1
0,38417.57694531086,1
0,93557.54378632759,1
0,48790.65203869212,1
0,55787.12090983989,1
0,64426.33224689907,1
0,23933.768742537515,1
0,92686.15363398829,1
0,69494.48590555476,1
0,58754.32220807003,1
0,79329.5915260602,1
0,26136.913825499556,1
0,16912.314221976107,1
0,45122.67761881802,1
0,49867.64741141627,1
0,73476.88297054013,1
0,41289.400476971976,1
0,27825.547833299548,1
0,23959.96307955686,1
0,73266.7328338598,1
0,74186.0450673459,1
0,60406.45780647495,1
0,76515.26444148432,1
0,76244.11639159272,1
0,36362.461909282145,1
0,71732.96130071886,1
0,54782.51605151352,1
0,92900.72885068756,1
0,38584.461452488205,1
0,60048.78589166345,1
0,41584.348668001876,1
0,82435.34255296178,1
0,21759.566910944908,1
0,60747.30091491804,1
0,80800.99679841794,1
0,77328.87351431747,1
0,40279.476261513584,1
0,70819.2830447481,1
0,88147.28639731868,1
0,93752.4976936152,1
0,93752.4976936152,1
0,56977.34660867536,1
0,60589.39657120392,1
0,52324.39318658551,1
0,74114.95300086604,1
0,61835.32554977693,1
0,16141.377144366492,1
0,73209.15676269997,1
0,50271.49409150088,1
0,39076.2122510292,1
0,28586.693941263675,1
0,36173.344573794035,1
0,60878.02627376621,1
0,50354.72161184037,1
0,44874.77881968696,1
0,57289.79947374322,1
0,46244.09140874418,1
0,71569.83330418779,1
0,83581.53846519196,1
0,58836.64421562194,1
0,74862.84143931215,1
0,93752.4976936152,1
0,78282.03515137003,1
0,44690.07600628544,1
0,43394.40687699078,1
0,64542.39123718574,1
0,37882.15102168784,1
0,71723.25259248822,1
0,39350.872569699044,1
0,73658.01475111916,1
0,59540.79805207486,1
0,76787.27241829464,1
0,59809.265787656856,1
0,65427.6912031767,1
0,45447.58696259066,1
0,31103.760868891728,1
0,61018.24619224944,1
0,58993.4784562587,1
0,53445.886493616155,1
0,38387.737427362146,1
0,42111.725263749155,1
0,78679.76911451333,1
0,23904.931507422647,1
0,68484.68689660518,1
0,4764.391768935704,1
0,36583.44729960292,1
0,77831.1124593252,1
0,77310.3608560882,1
0,69491.6877673607,1
0,46076.61031541599,1
0,65076.49527365852,1
0,58446.306459047395,1
0,62399.93945745706,1
0,37545.14177642222,1
0,65635.89757798762,1
0,45344.12448522636,1
0,64958.63590399862,1
0,81779.06732679074,1
0,74613.56865085664,1
0,64764.1180113101,1
0,59885.09366845297,1
0,71808.30713604625,1
0,26994.23338341893,1
0,14980.788076253273,1
0,51801.14562579257,1
0,42111.42185986142,1
0,80749.65521621573,1
0,90330.29592719376,1
0,21158.48352913903,1
0,35245.685449974255,1
0,93752.4976936152,1
0,26356.092134064012,1
0,52212.64275057353,1
0,28450.254513016433,1
0,78606.51184299432,1
0,33634.88132188955,1
0,61567.474495374474,1
0,11546.097895730996,1
0,21007.48132568395,1
0,81395.26806225872,1
0,52436.01746994378,1
0,76245.11428378533,1
0,24573.773939763974,1
0,36924.334902527386,1
0,58042.90559517968,1
0,29149.337012789634,1
0,93752.4976936152,1
0,45928.87984291342,1
0,33236.9300726492,1
0,14086.315300285514,1
0,64920.2625262061,1
0,54886.70370538679,1
0,67528.99999520622,1
0,34750.037861813194,1
0,19596.368017759276,1
0,65923.25435217054,1
0,86418.87280895835,1
0,87813.62360101279,1
0,48895.796179238125,1
0,88556.4501113727,1
0,62971.58561788211,1
0,38844.72289242585,1
0,25514.829385923018,1
0,34365.580199739175,1
0,30238.7648382966,1
0,42242.95835848745,1
0,24187.522529745424,1
0,78404.44094775974,1
0,93752.4976936152,1
0,58569.98211834729,1
0,51818.30780153091,1
0,13228.686094984656,1
0,70273.98567597114,1
0,30049.57930483342,1
0,47458.63155438693,1
0,73915.38959488628,1
0,11944.63179021802,1
0,44211.08450676403,1
0,22168.272445876297,1
0,51040.17911926181,1
0,53512.27822809848,1
0,84268.16515300304,1
0,84094.48240647807,1
0,35833.94965615387,1
0,93752.4976936152,1
0,93752.4976936152,1
0,43375.14188836966,1
0,93752.4976936152,1
0,25438.209783687533,1
0,74424.4735828851,1
0,53476.44860771443,1
0,73913.35251916709,1
0,92375.0096304993,1
0,85438.67181043493,1
0,29078.4833748253,1
0,77221.61003075799,1
0,55399.43981271094,1
0,62585.48836838028,1
0,18786.908096488427,1
0,26768.41431540168,1
0,10248.78941978421,1
0,66799.18934612842,1
0,14519.997847153241,1
0,16502.61295308652,1
0,42279.182989804234,1
0,89349.7079025509,1
0,81846.83400931842,1
0,42533.42610245349,1
0,57900.852660979814,1
0,64482.99760118803,1
0,47711.04944888677,1
0,33022.08345268426,1
0,71852.51112454737,1
0,40910.268951551814,1
0,14779.478717545964,1
0,85586.14236984136,1
0,41094.425653130915,1
0,85530.33643988878,1
0,10618.13663630555,1
0,81905.99960391519,1
0,77065.59544904764,1
0,52194.265462742216,1
0,32842.42441240914,1
0,74698.01542806195,1
0,73108.4945141871,1
0,49954.19607698369,1
0,20231.570001113672,1
0,7872.070900562714,1
0,23052.303566695286,1
0,69194.66141650095,1
0,7628.283420293315,1
0,70114.31930825826,1
0,10017.420406747442,1
0,63332.4312596777,1
0,48135.824108956636,1
0,38155.984616518756,1
0,55615.782890432754,1
0,52935.83524678205,1
0,65969.55531623527,1
0,51219.71775220478,1
0,43178.98889087109,1
0,46372.579502936045,1
0,38640.38422578908,1
0,53172.597584510026,1
0,60670.63383409631,1
0,44687.84167097751,1
0,43510.350969172636,1
0,60642.00222780701,1
0,32293.17340268798,1
0,32288.065498515152,1
0,93752.4976936152,1
0,30354.27772622147,1
0,66876.88855340694,1
0,45180.07510125065,1
0,93752.4976936152,1
0,4764.391768935704,1
0,81089.15065004436,1
0,45418.78446413519,1
0,46669.98745665285,1
0,65199.46018742353,1
0,46858.21137735177,1
0,79034.0860917505,1
0,39014.54362680347,1
0,34269.41612627002,1
0,87560.19687863736,1
0,73252.30601637988,1
0,68315.51114185457,1
0,38169.90711712308,1
0,86057.16613054628,1
0,55002.3755966398,1
0,74792.70813300059,1
0,61731.64325129877,1
0,26731.854175176464,1
0,57092.13861812654,1
0,27805.931998870656,1
0,79301.96661794762,1
0,14386.871474730917,1
0,79976.96657612483,1
0,60128.78800192525,1
0,42933.53634384211,1
0,41767.91338676386,1
0,58782.28002865488,1
0,30260.6018626563,1
0,51045.24880048524,1
0,65814.89107114165,1
0,57539.696536264804,1
0,54993.97244366842,1
0,52406.15959205728,1
0,33396.586726871814,1
0,72415.74487763086,1
0,42355.54143701156,1
0,37790.964823056755,1
0,61839.065063772774,1
0,31936.235137742813,1
0,72033.8204086366,1
0,70211.24239211474,1
0,60104.79446551738,1
0,53768.66258086223,1
0,72804.62759499822,1
0,51818.352000594525,1
0,27485.45662555716,1
0,69617.89694094683,1
0,38544.9560269661,1
0,21193.306707673124,1
0,93752.4976936152,1
0,71364.82157877983,1
0,79229.88551466256,1
0,14429.301658284592,1
0,29396.393357915895,1
0,32114.131779853167,1
0,31308.239098563976,1
0,67038.51324315742,1
0,54191.27332493891,1
0,45407.442079038825,1
0,38269.365238556165,1
