Gender,Income,Loan_Approval
1,48323.24729523596,1
0,44957.064181897666,0
1,29702.33394155881,0
1,76717.40896133948,1
1,55474.743006321376,1
0,69976.62215363115,1
1,41000.220224622855,1
0,48001.21624648342,0
0,41125.477587131405,1
1,65808.43088330691,1
0,62557.15411086232,1
0,58395.643288849904,1
0,50729.49542236237,0
1,44958.24048033736,1
0,23113.105250738387,0
0,32296.827725065254,0
0,41771.01069810633,0
0,51879.81482727188,0
1,46699.561769576205,1
0,61071.12087417841,1
0,36183.1438141056,0
1,40343.949461604236,1
1,32883.53251600373,1
1,60122.99557468435,1
1,71704.55463284314,1
1,39984.30820866026,0
1,43828.72949566952,1
1,46126.48469282667,1
1,74028.36157053584,1
1,54738.16466193406,0
1,49678.71583697835,1
1,63802.23217754304,1
1,49509.66786673576,1
1,53220.43386119948,1
0,47769.766610300525,1
1,51738.95308591653,1
0,38969.00301477399,0
0,26150.884802461984,1
0,81939.30344571524,1
1,57463.662188924194,1
1,59199.51001060588,1
1,44370.58823599233,1
1,67440.18078463986,1
0,53822.369473132996,0
1,75689.65935908383,1
1,56241.41133877214,0
1,47842.24302218654,1
1,71824.327406247,1
1,30868.434904008365,1
0,56107.42041291242,1
1,44988.5633584811,1
1,40674.09013013017,0
0,44764.200224401604,0
1,27282.45221129549,1
0,68026.74279850509,1
1,74011.00772110534,0
1,53342.53029156407,1
1,72465.03965590286,1
0,46870.42613411515,0
1,65418.389719680876,0
1,38032.564735415785,1
1,38534.20930660089,1
0,32565.82944274897,0
0,69441.41790012165,0
1,70070.57140215958,0
1,57314.47050600281,1
1,39825.95318251065,0
1,64063.07419461936,0
0,41434.07831999104,1
0,25887.155756711272,0
1,68694.01428251668,1
0,60727.06411544495,1
1,48304.198955752276,0
0,34257.11102496684,0
0,52251.178503871924,0
1,28576.087850314238,1
1,62758.95370308735,1
1,45475.64496792926,1
0,61279.7830520879,0
1,31001.3948567447,0
1,23680.52252408722,1
0,53794.9589673451,0
0,52907.25058645118,0
0,36490.65416882055,0
0,36188.870707767564,0
0,77220.32967429888,1
1,31445.065974390793,1
1,61471.59697104913,1
1,34636.2483038398,0
1,61877.11321242964,1
1,33813.49450949264,1
0,48973.049149287406,0
0,54301.152955770354,0
1,39050.781131029216,1
1,37423.03665795411,0
0,44171.85978390012,1
1,68991.20421299872,1
1,56640.034634208954,1
0,28447.948273083006,0
0,70065.78777424851,0
0,86561.70578945996,1
0,44980.950760450825,1
1,76769.06739133377,1
1,35625.29016910288,1
1,57519.722126754685,1
1,20234.328741553294,1
0,61388.72538572482,1
1,42236.90411214187,0
0,53241.61055132383,0
0,75753.72426010575,1
0,48019.53292323387,0
0,52588.30362046683,1
0,53997.70635044694,1
0,51665.92362302926,0
1,54052.07835675415,1
0,31157.988070129766,0
1,47744.924528377596,1
1,58154.18561448353,0
0,72305.60144472407,0
0,69612.85679677827,0
1,66996.76817065413,1
1,53079.05209378615,1
0,62045.777056528896,0
1,59303.77423491805,0
0,64558.680477692484,0
1,52322.660136649196,1
1,48963.20111116087,1
0,62200.43142681723,1
1,49857.78411147434,1
0,58139.72430362026,0
0,63885.9062548625,0
1,70182.62033149271,1
1,30702.5285845057,0
1,42030.120017473964,1
1,40649.868519516436,1
1,45200.53784851415,1
1,65364.9986686323,1
0,23190.88436825587,0
1,64409.04121046227,1
1,62617.18072267109,1
0,63425.913623983695,0
0,24448.379099814912,0
1,32586.14563960433,1
1,45658.44959416852,1
0,41453.414237157034,0
1,47334.123062039966,1
0,58077.56868721902,0
0,63291.54755758119,0
1,34928.96889772419,0
0,57816.11657119909,1
1,63019.24976489412,1
1,87854.51028374911,1
0,51761.56507817229,1
1,41937.550610946724,0
1,34951.605567358754,1
1,65931.27764855258,1
1,44703.02595572634,1
1,64385.406405434376,1
0,50932.18027538459,1
1,38671.14000921392,0
1,48318.70369509162,1
1,44209.65416611961,1
1,41983.44927281534,1
1,48072.19865765037,1
1,26477.61292541633,1
0,45013.741979223436,0
1,31465.45885440858,0
0,40435.6034458347,1
0,43181.207798102674,0
1,37462.77279035605,1
1,29144.92738100447,1
0,23712.5413599946,1
1,69969.87140426478,1
0,51084.61076362156,1
1,57442.06539353083,0
0,50863.13040636307,1
1,37951.95708503958,0
0,80916.19348693971,1
0,35280.55104613319,1
0,75683.52297661819,1
1,54767.05543401041,0
1,59346.153922051235,1
1,58119.83115739014,0
0,46631.826492105385,1
1,47925.87895425741,1
1,53227.92660029198,1
1,50298.608231392485,1
1,41488.825438489,1
1,54228.892123061654,1
1,65436.43704973583,1
1,54831.2922204042,1
0,29497.654351867972,0
1,19380.19800520402,1
1,55973.90632420814,1
1,37669.60388111526,1
1,39144.04427785235,1
0,53803.4407766741,0
0,44954.607247033346,0
0,48841.91780190379,0
1,33999.82547878283,1
0,67344.94836389055,1
0,40838.99126176921,0
0,38843.164998438326,0
0,49070.16179190015,0
1,70865.96885773065,1
1,60140.51048843152,1
1,75957.10351395526,1
1,30758.86690475055,1
1,48037.608761660114,0
1,69866.98812576529,1
0,63024.69913971408,0
1,62939.90245997504,1
1,26248.12056398964,1
1,75295.59353805114,1
1,69784.84081785183,0
1,32639.989687319634,1
1,76032.42814001226,1
0,46970.0963990739,0
1,57426.32070757435,1
0,73170.74439460498,1
1,72226.73568492946,1
1,39916.3659477942,0
1,41856.423315851476,0
1,61259.1724254726,1
1,40771.45726015756,1
1,51269.68425354383,1
0,53706.16652763838,0
0,49592.25298191737,0
1,55088.5475443492,1
1,26281.937333651167,1
0,43058.24762250394,0
1,22337.897421333877,0
1,27569.73451378634,1
1,68837.29160512528,1
1,37617.094666118246,1
1,44654.87420269397,1
1,32641.131024937928,1
1,56340.21114491328,1
1,39168.21709248035,1
1,40960.327359712624,0
1,33854.60400878114,1
0,48690.45412870311,0
1,80681.73474340455,1
1,43614.425831378685,1
1,38388.394376159136,1
0,67174.67711062223,1
1,74661.51429192128,1
1,52090.88225571896,1
1,51555.402209479646,0
0,51146.8030575898,0
1,50108.75951310969,0
1,39366.91665001982,0
0,37851.3148923308,0
1,41233.17807633016,1
1,56896.79527791658,1
0,23729.38689047692,1
0,65513.29325727238,1
0,45130.165849524936,1
0,27953.42498131442,0
1,20787.817127448146,1
0,10251.30457444863,0
0,64856.730787115615,1
1,66720.29382089598,1
1,46559.48844024535,1
1,48954.46828318662,0
0,70710.6692255219,0
1,41327.96753321273,1
0,39623.363915669506,0
0,53104.72749246581,1
1,35998.866169622735,1
0,38782.58753094181,0
0,57220.284859772706,0
0,45856.18055361898,0
1,49245.870420328545,1
0,62341.82522788006,1
1,46214.24184476765,1
1,28808.454669907926,0
1,64983.656532572626,1
0,65229.70310352299,1
1,44824.17931388985,0
0,38408.029932505524,0
1,44230.21536883025,0
1,49182.8638350212,0
1,53530.65160178837,0
1,49011.58047790501,1
0,56206.320630643786,0
1,64471.26357544891,0
1,36601.06166356988,1
1,33734.761325219835,1
1,41951.95110782895,1
1,38569.27780734236,0
1,67793.87853835501,1
0,67886.5545857266,0
0,63821.50595255697,1
1,59749.56150382321,0
0,52305.20822594961,1
1,56092.23348250602,1
1,37301.83266523815,1
0,43607.896356841564,0
1,56654.774599589655,1
1,53888.30039366587,1
0,34649.51631803936,1
0,53163.179081223534,0
0,35740.71385879541,0
0,41316.74493562564,0
1,41292.104262540845,1
0,48452.180051320065,0
1,53092.40344423839,1
1,17251.099747213404,1
0,47269.24532292981,0
0,59504.40950691792,0
1,58368.93960696047,1
1,36284.96970318066,0
0,57189.87279285557,0
0,50234.165359591796,0
1,45153.70337183197,1
0,63699.237066192356,1
0,55627.72587325834,0
0,48468.298790770874,1
1,74572.75589929639,1
1,65212.37938523656,1
1,42756.06138287655,0
0,56425.81053944944,1
1,63169.477203558956,1
0,70462.00793736966,0
0,68512.18455833929,1
0,44453.04591940191,1
0,52762.01559313723,0
1,42475.97193075471,1
0,42316.386995941444,0
0,42386.03292597453,0
1,64923.033815596915,1
1,69920.90262003339,1
0,54000.67846634712,0
0,71017.56719222109,1
0,59836.34334183651,1
0,41769.84344216036,1
1,37089.59827344367,1
0,55966.86700047215,0
1,39643.766024633966,1
1,70922.64482897177,1
0,58536.63528569053,0
0,43600.27463796418,0
0,41172.56202402222,0
1,39650.42718579233,1
1,53661.64761097542,1
0,39439.63812199646,1
0,39366.23526322333,0
1,56946.672715369,0
1,58670.18882765541,1
1,54726.266365177755,1
0,26020.367769278935,0
0,33821.39539342304,1
1,55850.57384403486,1
0,51684.119866444,0
0,62362.023137968274,0
1,63497.114416401,1
0,32531.314818676125,0
0,56914.070596619145,0
1,54835.28195589904,1
1,63360.57675885852,1
0,54531.65659751848,1
1,43416.61736273751,1
1,68945.96277353216,1
1,77067.97090025552,0
0,49669.186961014726,0
1,42041.40976721983,1
0,64816.226422331056,1
1,77112.11427430603,1
1,53703.05058038361,0
0,45436.44798333184,1
1,45861.32772218051,0
1,35643.35069701396,1
1,36087.5782214871,0
0,63349.93404315877,1
1,51442.06602371447,0
1,86602.1181510835,1
1,42100.42360336853,0
0,30896.074702192167,0
0,43758.7321400608,0
1,82144.74522755365,0
0,93747.4438361933,1
1,54618.53255436117,1
1,25495.319912846713,1
0,39864.14792487485,0
1,61452.620564911296,1
1,18019.03311242915,1
1,29404.031885538894,0
0,56814.83253658063,0
1,48271.36264626969,0
1,51480.53955478633,1
0,57675.566955196344,0
1,71315.10864989809,1
1,30623.14402742178,0
1,56147.69263926496,1
0,40523.26159862991,0
0,50392.64208434535,0
1,33602.03485217177,1
1,50845.068154691166,1
1,52750.045023231665,1
0,45127.15185760305,1
1,47325.658905751865,1
0,60344.375183247335,0
1,63062.385852498024,1
0,38313.87404275424,1
1,58810.49132810293,0
1,64011.583155023254,0
1,35645.94932946079,1
1,49942.72954451131,1
1,46091.299303175474,1
1,17829.11155459369,0
1,30512.68737173801,1
1,40527.530291721545,0
1,44973.39598897966,0
1,63045.074405740816,0
0,38376.354444090335,1
1,63254.967727613584,1
1,42373.76492875213,0
0,47171.86497557189,0
0,42523.92665004622,0
1,56155.101401892374,1
1,75887.90600667817,1
1,57287.98255575333,1
1,39689.322954861884,1
0,51229.99904889066,1
1,54339.59328296824,1
1,53785.51164622762,1
1,42217.26123872424,1
1,62362.10912212949,1
1,61516.92242802006,1
0,31927.32873244217,0
0,41648.30013498997,0
1,60610.42340155673,1
0,43419.52380362317,1
1,52568.39464846953,1
1,81562.81432906317,1
0,20897.956114292578,1
1,46828.26322361858,1
0,67160.30678037957,1
1,37451.350839693885,1
1,51198.163655970624,1
1,57828.23604880899,1
0,53348.42631660867,1
1,79366.6020907933,1
0,64611.5426231645,0
1,57818.41992332381,1
1,48938.40765586104,0
1,38918.32269579945,1
1,70589.47781975978,1
1,45025.10022053472,0
1,71659.68325050155,1
1,16032.586977399187,1
1,55040.81431167861,1
1,14617.096488389034,1
1,52955.478802684614,0
0,19009.662883355468,1
0,45006.66225354717,0
1,43568.62486063136,0
1,36971.08337528221,1
1,35868.19205027783,0
0,23587.2606854441,0
0,73118.39318692785,0
1,52389.631794402776,1
1,45738.08285714223,0
0,61719.02577530145,0
0,41161.85513048814,0
0,59312.2888170631,1
0,46491.70887737451,0
1,49327.96445596888,1
1,59868.34859303254,1
0,52372.593383523534,1
0,53246.15260339525,0
0,56416.95878037009,0
0,48548.5164816268,0
0,61890.62329791885,0
1,48184.77208719607,0
1,25960.129875659226,1
1,75056.71769276659,1
0,47661.76327472287,0
1,61665.0197771255,1
1,47773.5574344734,1
1,57024.545061872996,1
1,68875.53563249177,1
1,55105.475033320305,0
1,16255.883194962735,1
1,31909.298009321774,0
1,59405.61961943108,0
1,42913.406794781535,1
1,42200.46398600548,1
1,64299.82390681898,0
1,36526.97442838218,0
1,47367.99807563767,1
0,67677.94760158358,0
1,63754.01209390073,1
0,61084.180583986425,0
1,64698.598072158435,1
1,44768.89409706171,0
0,50421.746404439386,0
1,80848.59015446967,1
0,35087.60739775369,0
0,58286.01941669421,1
1,44867.51613704229,0
0,46002.22872940185,1
0,43092.03978356146,0
1,46287.70747431594,1
1,61496.04657091931,1
0,57456.82625045984,1
1,75232.9524682211,1
1,72507.69044736307,1
1,68796.55399362533,1
0,45152.236923039956,0
1,21709.396598679043,1
0,26500.98895880558,0
0,36868.802259519696,0
0,45894.58718191619,0
1,50351.87076799186,1
0,49401.19371827578,0
1,43701.18288338614,1
0,62624.882499430045,0
1,35788.65998244866,0
1,34437.27346248471,1
0,20313.328405934317,1
1,31127.761727904395,1
0,40329.32071133723,0
1,36427.22245388737,1
1,61832.94370719956,1
0,52020.87199876231,0
0,59184.111021282835,1
0,68564.62581443849,1
1,46335.767650473565,1
1,51444.366865360294,1
1,55047.2203581706,1
1,55267.905413607754,1
1,20693.251266081217,0
1,39667.50764413725,1
0,60498.868010921826,1
1,39769.55058717569,1
1,55245.36017994628,0
0,46880.24654015394,0
1,38990.99340540121,1
1,38556.57271373584,1
1,33546.08333707538,1
0,44361.15685984209,1
0,26891.724900646008,0
1,39483.199131423054,0
0,52619.66733369267,0
1,52049.32375901896,0
0,45661.74433108463,0
0,29910.9185549136,1
0,55924.08618758881,1
0,57586.998023841654,0
0,41914.11771752469,1
1,59037.242013660565,1
1,51745.76298768356,1
1,51664.48529532885,1
1,47350.72178701833,0
0,32108.4654980049,0
0,56863.626064272925,0
0,60760.25089173924,1
1,81457.00287919483,1
0,71721.80907302133,1
0,59562.04606197041,1
1,75681.5958552479,1
0,30850.489064149362,1
1,53469.4205989818,0
0,33520.72502135256,0
1,34831.995971606884,1
1,46950.42132026114,1
1,14536.130252788833,1
0,36637.70936264341,0
1,57376.05508829195,1
0,45440.50186112185,0
1,47588.7546371325,1
0,57036.58135700266,0
1,45089.47256872592,1
0,45428.36379746688,0
1,25623.706055504037,0
0,23285.162543894494,0
0,39210.185141490474,1
1,63565.878018981624,1
1,39084.21267710562,1
1,70749.20056022811,1
1,25069.631995119988,1
1,52853.59821558389,1
1,72760.82346332961,1
0,52288.1190225803,0
0,36121.857075288484,0
0,28347.77163831607,0
0,60088.0662852123,0
0,36864.61827224168,0
1,80962.87102947549,1
1,22348.6858036389,1
1,46245.08150249928,1
1,43288.80228049302,1
1,69587.92542503413,1
0,55462.40565869478,0
0,51271.459874108514,0
1,73680.72429006442,1
1,67192.22255120441,1
1,52336.02904168989,1
0,48036.35321841796,1
1,64364.83643722188,1
1,50356.57434426819,0
1,34914.241822118405,1
1,38650.3541961326,1
0,51892.38811841433,0
1,59740.149814508135,0
1,31731.175633368293,1
1,64176.332475769304,1
0,53881.62722099651,1
1,57450.92175312318,1
1,52824.769843721726,0
0,50823.8890438386,0
1,57537.54441051356,1
0,41639.74695240306,1
1,52980.94382968199,0
1,37006.16118133142,0
0,43031.39817188679,0
1,54237.139920798145,0
0,28846.864717066775,0
0,30032.158554912225,0
1,43420.81550343314,1
0,72873.08711177445,1
0,52099.92981999054,0
0,32662.780104200945,1
1,33619.422896161035,1
1,37968.88352191008,0
1,37879.608600342624,1
0,42240.17030021129,1
0,31611.776184443945,0
1,74241.87781745543,1
1,38779.94618693606,1
1,55364.00802636032,0
1,71063.75673452787,0
0,30659.107656137323,1
1,47896.264976742255,1
0,58607.304093025086,0
0,64136.03248312625,1
1,33632.36391241858,1
1,38752.817924152216,1
0,42151.951442622216,0
0,38950.87773856314,0
1,36405.19628419235,1
1,38917.13957091164,1
1,50700.630878883065,1
0,61907.96245199596,1
0,62440.33471852988,0
1,35159.611471885684,1
0,43031.06772259211,0
1,40270.68039385772,1
1,65693.306477906,1
0,77779.239701273,1
1,74423.81110678332,1
0,40968.18138799953,1
1,45739.543999424604,0
1,30779.31022971883,1
1,57128.86420773246,0
0,60401.277214593894,1
1,73308.15549354562,1
0,65458.20959124766,1
0,35658.85799549171,0
0,29360.06870866772,0
0,81926.60520066114,1
1,33166.63940344623,1
1,62943.134252701624,1
1,67642.5893176189,1
1,58515.339773408596,1
1,45698.44503736614,1
0,66724.85264420064,0
1,60769.46181123846,0
0,40488.86476799496,1
0,62073.847738676974,1
0,51218.963237412034,0
1,43640.7944401588,1
1,65428.94956161872,1
1,55983.86311729089,1
1,49004.25048554125,1
1,47940.20784342553,0
1,78399.6319170165,1
1,26210.916310153647,0
0,58955.85857230345,0
1,33299.07472503363,1
1,56979.305080673585,1
1,63351.730938304405,1
1,40999.93178354112,1
1,22515.249509027788,0
0,45061.74956614494,1
1,59167.064462806105,1
1,43925.885713484626,0
0,53478.202345987534,0
0,51497.86151798296,1
0,42106.383184482045,0
1,53827.77003779743,1
1,43087.043033731476,1
0,35841.17747771421,1
0,65218.97161230033,0
1,33312.15636555468,1
1,57327.07494067126,1
1,49618.826148817694,0
1,38343.78889380822,0
1,56595.48944010578,0
1,56266.63888624743,1
0,62940.40224312629,0
1,27524.334044507545,1
1,65424.580764143764,0
0,55314.833094738584,0
1,62480.576652224016,1
1,71304.31453010836,1
1,28020.835384731276,1
1,52597.90743935975,1
0,19182.42275340845,1
0,58748.80023788227,1
1,51704.69111028337,0
1,36412.10209676731,1
1,65659.84398160322,1
0,50319.04739898483,0
1,44662.43707455638,0
1,45882.049557074475,1
1,57343.42946299502,1
1,57821.87916937004,0
0,51043.56791227723,0
1,60518.76553164991,1
1,76310.26210116448,1
0,49690.92517515703,0
1,44896.67780503276,0
1,45224.566992173124,1
0,53770.225698453716,0
1,44727.184573442486,1
1,52522.11546815997,0
0,38565.89544601304,0
1,71753.77662194442,1
0,44205.58599813983,0
1,58818.383717996694,1
1,27840.550978079875,1
0,61296.08513175425,0
1,79574.92482722917,1
0,52385.255621288066,0
0,32929.43893919497,0
1,52641.060453712445,1
0,36030.24071252384,0
1,41899.22692665238,0
0,56509.97088195232,0
1,46553.80102598156,1
0,79379.62325094796,1
1,22233.30017917266,1
1,48644.64786891513,0
1,26653.135878738125,0
0,60380.02953109088,0
1,63212.59554918376,1
1,55110.52395679186,1
0,37217.5592003059,0
1,34967.73124122304,1
0,45930.40649304462,0
1,59610.14200840019,1
1,62300.464533387945,1
0,54593.92857765475,1
1,59302.06471689075,0
1,48946.717330328756,1
1,23649.011192906342,1
0,55706.67564132961,0
0,33892.11697659886,0
0,49511.59702206552,0
0,58130.902077329076,1
1,77386.30708927629,1
1,34357.66337066515,0
1,58693.799842637214,1
0,52631.36849531356,1
0,47846.90540023885,0
0,70125.54324744566,0
0,67816.6305953202,1
1,37317.92003641957,0
1,77691.48161251588,1
0,36052.71672558584,0
0,45850.436494298134,1
1,57571.69207666288,1
0,25328.141947016145,0
0,66247.89562183472,0
1,29363.61124633853,1
1,45240.896430311965,0
1,64362.0862016546,1
1,60719.414478519044,1
0,52124.775535021014,0
1,61548.38326040624,1
1,45258.17589020285,1
0,70729.25932643787,1
1,60344.554145684,1
0,25936.991814381672,0
1,52537.20681724285,0
1,54618.19462702191,0
0,71166.5701802559,0
1,42427.25813537459,0
1,56128.78741463606,0
1,50988.41253579744,0
0,47584.57210608003,1
1,4764.391768935704,0
1,20358.011004801454,1
1,31619.357085436233,1
1,54257.00751573588,1
1,67142.22368935407,1
1,61026.42560336928,1
1,43976.83162766827,1
1,24942.60619381703,0
1,48898.12216657191,0
1,58953.89571693637,1
1,39475.19635163103,1
0,64410.2288257856,1
1,40316.14503211192,1
1,43432.09080407154,1
1,70753.76215429115,1
0,40025.22480768282,0
0,61963.0384932187,1
0,40061.84489838705,0
0,54482.774896675975,0
1,58753.964843761205,0
1,35438.58374210726,1
1,32341.818065393672,1
0,64478.392291843724,0
1,80752.79915308868,1
1,82304.9362106735,1
1,57882.70971383357,1
1,42887.36725962809,1
1,45771.294946108865,1
1,93752.4976936152,1
1,47011.6350998957,1
1,23628.02968977204,1
1,37924.000707341336,0
1,45471.7160184908,1
0,30985.438783866397,1
0,30733.317692307177,0
1,72064.57618572329,1
1,45072.50683269228,1
0,48446.42993733314,0
1,54096.658569606385,0
1,35452.120176574805,1
1,34138.338029490704,1
0,48809.1508271131,0
0,65576.06605899202,1
0,36291.02047412968,0
0,56137.405983504206,1
1,58639.158653948034,1
0,37000.38600651996,1
1,26667.47381790773,1
1,33448.537003272664,0
1,54264.18826125917,0
1,50402.21524206963,0
1,55175.283159076964,1
1,40696.32081195059,1
1,64364.991909056625,1
0,43854.97763862486,0
1,60998.172481876216,1
0,73877.56710374617,0
0,54790.22422285845,0
0,45276.71250183777,1
1,59300.34583778806,1
0,44455.07206758565,0
1,61387.07085856577,1
0,40176.37058718286,0
0,44524.788940209066,1
0,76552.45629312505,1
0,67530.14227062733,1
0,64657.65217471731,0
1,42358.453215183516,1
0,30927.85389280863,0
0,36055.04745795351,0
0,56456.24869546991,0
1,34562.83445566628,1
0,40987.29541075718,0
1,54137.054317693546,0
1,42546.57474405498,1
0,60167.665487398874,0
1,53588.222160333804,1
0,42878.206503607595,0
0,49518.41498072942,0
1,68297.78878608343,1
0,46471.9875271851,1
1,61671.014955934355,0
1,52696.798449378126,0
1,50697.98027457954,0
0,50370.03615937533,1
1,35535.48179373947,1
0,65599.07494729104,1
1,57814.76846129255,0
1,63536.48910078967,1
1,40101.28708297663,0
0,43642.70240703726,0
1,27313.887963800134,1
1,40778.21792014147,0
1,39469.02243106917,1
1,43747.6713951018,0
1,58786.30800095409,0
1,72365.55907679694,0
0,59502.93173009956,0
1,23512.42250661865,0
0,20922.604582811055,0
0,56840.70998332277,0
1,55855.000718680676,0
1,50124.833075052586,1
0,34211.561010263016,0
